ID,age,income,hispanic,State
344,92,250000,TRUE,Alaska
345,30,820000,TRUE,Alabama
346,36,170000,FALSE,Illinois
347,54,560000,FALSE,North Carolina
348,67,700000,FALSE,Louisiana
349,32,540000,TRUE,Maine
350,82,410000,FALSE,Florida
351,74,880000,TRUE,Pennsylvania
352,96,970000,TRUE,Illinois
353,84,840000,TRUE,Indiana
354,73,350000,FALSE,West Virginia
355,38,890000,TRUE,Wisconsin
356,50,620000,TRUE,New Mexico
357,46,260000,FALSE,New Hampshire
358,43,940000,FALSE,Texas
359,77,980000,FALSE,Pennsylvania
360,57,660000,TRUE,New York
361,35,870000,FALSE,Maryland
362,19,430000,FALSE,Nebraska
363,61,330000,TRUE,Nevada
364,24,580000,FALSE,Arkansas
365,89,240000,FALSE,South Carolina
366,52,970000,FALSE,Alabama
367,80,930000,TRUE,South Carolina
368,31,660000,TRUE,Montana
369,55,850000,TRUE,Georgia
370,53,230000,TRUE,Hawaii
371,28,720000,TRUE,North Carolina
372,89,170000,FALSE,California
373,92,110000,TRUE,Washington
374,70,740000,FALSE,Virginia
375,82,310000,FALSE,Arkansas
376,78,420000,FALSE,Oklahoma
377,34,460000,FALSE,Washington
378,41,540000,TRUE,Colorado
379,84,80000,TRUE,South Carolina
380,28,100000,TRUE,West Virginia
381,38,550000,TRUE,North Dakota
382,32,900000,TRUE,Kentucky
383,81,50000,TRUE,Minnesota
384,35,340000,TRUE,South Carolina
385,22,960000,TRUE,Vermont
386,76,440000,FALSE,New Hampshire
387,54,830000,TRUE,Idaho
388,30,370000,FALSE,New Jersey
389,43,410000,FALSE,Kansas
390,68,600000,FALSE,Maine
391,59,730000,TRUE,Virginia
392,81,540000,TRUE,Florida
393,90,880000,TRUE,Wyoming
394,42,580000,TRUE,Mississippi
395,73,430000,FALSE,New Hampshire
396,55,390000,FALSE,Vermont
397,93,70000,TRUE,Mississippi
398,58,5000,FALSE,New Mexico
399,38,490000,TRUE,North Carolina
400,98,620000,TRUE,Nevada
401,49,960000,FALSE,Iowa
402,76,950000,FALSE,Kentucky
403,59,30000,TRUE,Kansas
404,98,340000,FALSE,Missouri
405,31,40000,FALSE,South Carolina
406,77,620000,FALSE,Alabama
407,82,200000,TRUE,Mississippi
408,72,910000,TRUE,Oregon
409,85,720000,TRUE,Wisconsin
410,75,290000,FALSE,Ohio
411,73,90000,TRUE,Florida
412,58,890000,TRUE,Nevada
413,70,800000,FALSE,Massachusetts
414,42,890000,FALSE,Maryland
415,98,820000,TRUE,Wisconsin
416,20,580000,FALSE,West Virginia
417,33,470000,FALSE,Arizona
418,48,340000,FALSE,Alabama
419,45,350000,FALSE,Tennessee
420,42,520000,FALSE,Oklahoma
421,77,1000000,TRUE,Alabama
422,24,890000,TRUE,Massachusetts
423,60,200000,FALSE,Oklahoma
424,82,200000,TRUE,Missouri
425,19,720000,TRUE,Connecticut
426,60,210000,FALSE,Maine
427,48,950000,FALSE,Massachusetts
428,88,550000,FALSE,Florida
429,52,600000,FALSE,Connecticut
430,50,200000,TRUE,Maine
431,75,430000,FALSE,Wyoming
432,84,540000,TRUE,Minnesota
433,51,920000,TRUE,Montana
434,37,360000,TRUE,Wisconsin
435,54,870000,TRUE,California
436,39,820000,FALSE,Ohio
437,77,70000,TRUE,Kansas
438,51,910000,TRUE,Nebraska
439,33,980000,FALSE,Arkansas
440,56,390000,TRUE,Nebraska
441,87,490000,TRUE,Hawaii
442,94,880000,TRUE,North Dakota
443,36,280000,FALSE,Georgia
444,75,380000,FALSE,Oklahoma
445,46,780000,TRUE,Texas
446,24,910000,FALSE,Wisconsin
447,35,800000,TRUE,Arizona
448,20,290000,FALSE,North Dakota
449,48,670000,FALSE,Maryland
450,40,150000,FALSE,Alaska
451,86,400000,FALSE,Minnesota
452,44,180000,FALSE,Nebraska
453,94,440000,TRUE,New Jersey
454,95,750000,TRUE,Massachusetts
455,79,40000,TRUE,Minnesota
456,57,980000,TRUE,Hawaii
457,36,520000,FALSE,Connecticut
458,24,270000,TRUE,Kansas
459,77,590000,TRUE,New Jersey
460,95,610000,FALSE,Connecticut
461,73,580000,TRUE,Montana
462,61,360000,FALSE,Tennessee
463,92,350000,FALSE,Virginia
464,52,910000,TRUE,Alabama
465,47,30000,FALSE,Mississippi
466,19,90000,TRUE,South Dakota
467,85,560000,TRUE,Pennsylvania
468,86,70000,FALSE,California
469,87,700000,TRUE,Oklahoma
470,70,440000,FALSE,Alabama
471,49,540000,FALSE,Texas
472,37,380000,TRUE,Nebraska
473,35,50000,FALSE,Nevada
474,75,380000,TRUE,Montana
475,87,670000,TRUE,Ohio
476,50,770000,FALSE,Alaska
477,45,870000,TRUE,South Carolina
478,55,480000,FALSE,Hawaii
479,69,40000,FALSE,Florida
480,97,1000000,FALSE,New Mexico
481,81,140000,TRUE,Louisiana
482,78,100000,TRUE,Florida
483,73,870000,TRUE,Ohio
484,71,430000,FALSE,Tennessee
485,79,270000,FALSE,New Hampshire
486,97,70000,TRUE,Kentucky
487,85,410000,FALSE,Colorado
488,96,550000,FALSE,Alaska
489,38,330000,FALSE,Arizona
490,68,1000000,TRUE,Washington
491,51,930000,TRUE,Montana
492,52,260000,TRUE,Kansas
493,64,810000,FALSE,New Jersey
494,66,50000,TRUE,South Carolina
495,80,430000,FALSE,Delaware
496,84,810000,TRUE,Minnesota
497,38,210000,FALSE,Delaware
498,36,210000,FALSE,Texas
499,30,170000,FALSE,Oregon
500,20,790000,FALSE,Idaho
501,28,100000,FALSE,California
502,85,930000,FALSE,Utah
503,88,490000,TRUE,Kansas
504,20,790000,TRUE,West Virginia
505,51,910000,FALSE,Utah
506,61,950000,FALSE,New Hampshire
507,83,970000,FALSE,Vermont
508,24,430000,FALSE,North Carolina
509,27,410000,FALSE,South Carolina
510,76,370000,TRUE,Maine
511,95,520000,TRUE,Texas
512,75,820000,FALSE,New Hampshire
513,78,360000,TRUE,Minnesota
514,54,90000,TRUE,Kansas
515,28,720000,FALSE,Alaska
516,49,850000,FALSE,Indiana
517,83,520000,TRUE,Tennessee
518,65,720000,TRUE,Oregon
519,66,30000,TRUE,Rhode Island
520,56,230000,FALSE,North Carolina
521,37,180000,FALSE,Kentucky
522,83,570000,TRUE,Connecticut
523,48,20000,TRUE,North Carolina
524,99,460000,FALSE,Arkansas
525,50,50000,FALSE,Kansas
526,78,100000,FALSE,Rhode Island
527,55,590000,TRUE,Indiana
528,84,20000,TRUE,Oklahoma
529,21,380000,FALSE,Utah
530,31,410000,TRUE,Washington
531,98,50000,TRUE,Idaho
532,28,900000,TRUE,Minnesota
533,25,190000,TRUE,Indiana
534,41,490000,FALSE,Minnesota
535,50,670000,TRUE,Utah
536,20,120000,FALSE,Pennsylvania
537,42,700000,TRUE,Tennessee
538,86,730000,TRUE,North Carolina
539,51,720000,FALSE,New Jersey
540,86,220000,TRUE,Idaho
541,61,400000,FALSE,Tennessee
542,50,290000,TRUE,Idaho
543,29,490000,TRUE,New York
544,29,430000,FALSE,Alabama
545,85,910000,FALSE,Indiana
546,95,440000,FALSE,New Hampshire
547,38,630000,TRUE,Idaho
548,40,550000,TRUE,Wyoming
549,81,700000,TRUE,Tennessee
550,82,600000,FALSE,Rhode Island
551,24,390000,FALSE,Pennsylvania
552,92,450000,FALSE,North Carolina
553,59,340000,TRUE,Massachusetts
554,96,460000,TRUE,Missouri
555,25,950000,TRUE,Maryland
556,40,50000,FALSE,Montana
557,33,640000,TRUE,New Mexico
558,79,570000,TRUE,Washington
559,94,250000,FALSE,Idaho
560,95,970000,FALSE,Mississippi
561,81,30000,TRUE,Massachusetts
562,73,360000,FALSE,Maine
563,23,580000,FALSE,Alaska
564,35,200000,FALSE,Connecticut
565,26,900000,FALSE,Arizona
566,77,400000,FALSE,Massachusetts
567,38,650000,FALSE,South Carolina
568,25,60000,TRUE,Minnesota
569,57,580000,TRUE,Virginia
570,99,340000,TRUE,Nebraska
571,51,400000,FALSE,Wyoming
572,19,240000,FALSE,Texas
573,59,340000,FALSE,Oregon
574,83,200000,FALSE,Illinois
575,82,120000,TRUE,Connecticut
576,46,520000,FALSE,Rhode Island
577,52,420000,FALSE,Colorado
578,34,500000,TRUE,Maryland
579,98,340000,FALSE,Delaware
580,19,80000,FALSE,Rhode Island
581,70,260000,TRUE,Texas
582,66,100000,FALSE,Arizona
583,58,620000,FALSE,Oklahoma
584,70,890000,TRUE,Oklahoma
585,32,370000,FALSE,West Virginia
586,89,370000,FALSE,Rhode Island
587,43,710000,TRUE,Florida
588,45,770000,FALSE,South Carolina
589,33,680000,FALSE,Arkansas
590,44,470000,FALSE,Delaware
591,25,90000,TRUE,Montana
592,19,150000,TRUE,Arkansas
593,88,980000,FALSE,Colorado
594,44,320000,FALSE,Arizona
595,76,190000,TRUE,Oklahoma
596,20,870000,FALSE,Kentucky
597,38,760000,TRUE,Ohio
598,59,380000,TRUE,South Carolina
599,95,420000,TRUE,Louisiana
600,35,960000,TRUE,California
601,66,980000,FALSE,New Hampshire
602,68,720000,FALSE,Alabama
603,61,110000,TRUE,Minnesota
604,19,530000,FALSE,Washington
605,29,430000,FALSE,Arizona
606,55,150000,TRUE,Florida
607,50,450000,FALSE,Nevada
608,83,370000,FALSE,Maryland
609,33,300000,FALSE,Oregon
610,38,590000,TRUE,Georgia
611,48,830000,TRUE,Illinois
612,18,440000,FALSE,Vermont
613,27,290000,FALSE,Louisiana
614,67,730000,FALSE,New Mexico
615,49,130000,FALSE,Wyoming
616,18,480000,FALSE,Wyoming
617,21,620000,FALSE,Kentucky
618,36,260000,TRUE,Michigan
619,42,820000,FALSE,Tennessee
620,75,200000,TRUE,Ohio
621,80,300000,TRUE,Wisconsin
622,76,280000,FALSE,Florida
623,66,870000,FALSE,Minnesota
624,68,950000,FALSE,Nevada
625,80,280000,TRUE,Illinois
626,58,960000,FALSE,Alaska
627,43,90000,FALSE,Louisiana
628,86,80000,TRUE,Kansas
629,71,1000000,TRUE,South Carolina
630,73,560000,TRUE,Maryland
631,55,490000,TRUE,New Hampshire
632,66,850000,TRUE,Pennsylvania
633,42,990000,TRUE,Indiana
634,87,90000,TRUE,Louisiana
635,26,940000,TRUE,Tennessee
636,82,380000,FALSE,Wisconsin
637,28,480000,TRUE,Tennessee
638,62,810000,TRUE,Utah
639,85,590000,TRUE,Rhode Island
640,85,830000,FALSE,Florida
641,30,140000,TRUE,Alaska
642,34,310000,FALSE,Idaho
643,60,620000,FALSE,Kentucky
644,47,830000,FALSE,Arkansas
645,88,630000,TRUE,Missouri
646,48,320000,TRUE,New York
647,79,670000,TRUE,Virginia
648,30,470000,TRUE,Arizona
649,72,740000,FALSE,Colorado
650,90,780000,TRUE,Nebraska
651,28,920000,TRUE,Hawaii
652,34,500000,TRUE,Rhode Island
653,67,860000,FALSE,Utah
654,66,160000,TRUE,Nebraska
655,44,6000,TRUE,Georgia
656,74,90000,FALSE,Oregon
657,70,330000,FALSE,Tennessee
658,45,340000,FALSE,Arkansas
659,43,410000,FALSE,Florida
660,35,890000,FALSE,Virginia
661,85,620000,FALSE,Iowa
662,43,780000,FALSE,Wisconsin
663,70,660000,FALSE,Alabama
664,73,780000,TRUE,Oregon
665,59,50000,FALSE,Alabama
666,53,230000,FALSE,Arizona
667,71,70000,TRUE,Kansas
668,32,630000,TRUE,Indiana
669,76,850000,TRUE,North Dakota
670,54,110000,FALSE,Alabama
671,71,550000,FALSE,New Jersey
672,18,330000,TRUE,Georgia
673,39,940000,TRUE,Wyoming
674,67,420000,FALSE,Montana
675,95,380000,FALSE,Virginia
676,90,500000,FALSE,Rhode Island
677,20,900000,TRUE,Nebraska
678,22,70000,FALSE,Illinois
679,42,430000,FALSE,Oklahoma
680,38,980000,FALSE,Delaware
681,71,360000,FALSE,Washington
682,72,450000,TRUE,Maine
683,19,130000,FALSE,North Dakota
684,55,490000,TRUE,California
685,34,980000,FALSE,Missouri
686,32,590000,TRUE,Utah
687,45,570000,TRUE,Wyoming
688,33,950000,FALSE,Ohio
689,26,330000,FALSE,Georgia
690,65,120000,FALSE,Montana
691,23,860000,TRUE,Hawaii
692,94,540000,TRUE,Mississippi
693,55,80000,TRUE,Arizona
694,44,160000,FALSE,Oregon
695,90,720000,TRUE,Missouri
696,64,660000,TRUE,North Dakota
697,82,160000,FALSE,Minnesota
698,89,450000,TRUE,Arkansas
699,69,60000,FALSE,Delaware
700,81,550000,FALSE,Mississippi
701,69,60000,FALSE,Missouri
702,39,70000,FALSE,Massachusetts
703,32,550000,FALSE,Alaska
704,35,240000,FALSE,Vermont
705,78,740000,FALSE,Louisiana
706,64,800000,TRUE,Rhode Island
707,58,590000,FALSE,Arizona
708,27,830000,FALSE,Pennsylvania
709,54,100000,TRUE,Wisconsin
710,94,1000000,TRUE,Kentucky
711,59,20000,TRUE,Delaware
712,84,730000,TRUE,Illinois
713,20,650000,FALSE,Oregon
714,50,490000,FALSE,Nebraska
715,27,720000,FALSE,South Dakota
716,52,370000,TRUE,Pennsylvania
717,39,300000,FALSE,Minnesota
718,80,520000,FALSE,Texas
719,93,420000,TRUE,Idaho
720,86,610000,TRUE,Maryland
721,76,260000,FALSE,Florida
722,37,240000,FALSE,Ohio
723,88,650000,TRUE,Washington
724,47,140000,FALSE,California
725,32,610000,FALSE,Wisconsin
726,43,760000,TRUE,Wisconsin
727,32,840000,FALSE,North Carolina
728,34,670000,TRUE,Wisconsin
729,61,860000,FALSE,Wyoming
730,28,370000,TRUE,Connecticut
731,47,440000,TRUE,Missouri
732,28,250000,FALSE,Louisiana
733,27,140000,FALSE,Washington
734,62,690000,TRUE,Massachusetts
735,68,740000,TRUE,Illinois
736,27,970000,FALSE,Kansas
737,71,890000,TRUE,Wisconsin
738,32,150000,TRUE,Mississippi
739,57,40000,TRUE,Alabama
740,59,520000,FALSE,Hawaii
741,55,340000,TRUE,North Dakota
742,41,760000,FALSE,Alaska
743,50,20000,TRUE,Illinois
744,23,730000,FALSE,Illinois
745,73,70000,FALSE,Virginia
746,63,880000,TRUE,Ohio
747,27,580000,TRUE,Wisconsin
748,61,580000,TRUE,Arkansas
749,46,370000,TRUE,Louisiana
750,25,690000,TRUE,Oklahoma
751,93,860000,FALSE,Wyoming
752,66,630000,TRUE,Maryland
753,28,770000,FALSE,New Mexico
754,22,150000,TRUE,Montana
755,77,900000,TRUE,South Carolina
756,18,460000,TRUE,Nebraska
757,63,460000,FALSE,South Carolina
758,82,130000,FALSE,North Carolina
759,29,570000,FALSE,New Jersey
760,80,450000,FALSE,New York
761,87,990000,FALSE,Maryland
762,49,20000,FALSE,Utah
763,99,360000,TRUE,Kansas
764,78,220000,TRUE,Florida
765,62,290000,FALSE,Minnesota
766,65,40000,FALSE,North Carolina
767,56,220000,TRUE,New York
768,84,690000,TRUE,Arizona
769,60,470000,TRUE,Rhode Island
770,23,560000,FALSE,Michigan
771,51,850000,TRUE,Indiana
772,23,110000,TRUE,Hawaii
773,72,870000,TRUE,Florida
774,87,250000,TRUE,Mississippi
775,18,400000,TRUE,Wyoming
776,76,560000,TRUE,Maine
777,61,790000,TRUE,Arizona
778,47,890000,FALSE,North Carolina
779,87,60000,FALSE,Kentucky
780,44,560000,FALSE,Pennsylvania
781,96,370000,TRUE,Massachusetts
782,60,340000,TRUE,Arizona
783,62,50000,TRUE,South Dakota
784,38,280000,FALSE,Alaska
785,54,400000,TRUE,Iowa
786,53,990000,TRUE,Louisiana
787,55,180000,TRUE,Louisiana
788,60,180000,FALSE,New Mexico
789,55,950000,TRUE,Pennsylvania
790,78,450000,FALSE,Kansas
791,46,410000,FALSE,Maine
792,89,740000,TRUE,Idaho
793,36,880000,FALSE,Hawaii
794,72,640000,FALSE,Ohio
795,82,40000,FALSE,Pennsylvania
796,75,650000,FALSE,New Hampshire
797,64,570000,FALSE,Maine
798,23,480000,FALSE,Rhode Island
799,68,700000,TRUE,Connecticut
800,39,280000,TRUE,Kentucky
801,54,70000,TRUE,Colorado
